abz5,1234,6541,7.58867635807192,16.318195718654433,233.79 
abz6,943,1073,6.332397003745318,13.711753731343284,640.15 
abz7,1930*,173,6.023121387283237,7.734104046242774,1174.56 
ft06,55,19,2.8666666666666667,4.833333333333333,1.47 
ft10,930,16566,11.253714216692837,24.96571083610021,616.87 
la01,666,60,4.735849056603773,6.406779661016949,3.81 
la02,655,311,8.108910891089108,15.154838709677419,6.65 
la03,597,206,6.059701492537314,9.360975609756098,4.51 
la04,590,291,4.223404255319149,9.96551724137931,5.13 
la05,593,65,3.9833333333333334,6.1875,2.01 
la06,926*,136,7.985294117647059,10.205882352941176,52.11 
la07,890*,179,9.379888268156424,12.418994413407821,34.66 
la08,863*,164,9,12.408536585365853,61.42 
la09,951*,84,7.809523809523809,10.011904761904763,17.82 
la10,958*,111,7.45045045045045,9.558558558558559,103.45 
la11,1222*,251,9.665338645418327,12.258964143426295,415.79 
la12,1039*,188,10.99468085106383,13.457446808510639,85.28 
la13,1150*,222,7.797297297297297,9.887387387387387,205.34 
la14,1292*,256,8.5234375,10.828125,435.17 
la15,1207*,345,11.034782608695652,13.785507246376811,795.42 
la16,945,1567,6.851472471190781,12.978288633461048,49.72 
la17,784,178,5.329545454545454,9.677966101694915,50.96 
la18,848,880,6.756571428571428,15.668941979522184,109.12 
la19,842,4486,8.420218701182772,19.04303232998885,249.12 
la20,902,1164,6.455172413793103,14.764402407566639,414.28 
la21,1046*,84460,19.66840715613493,49.56462230641724,747.88 
la22,930*,9378,15.46102164871494,34.02889741949243,1160.53 
la23,1032,200,8.353846153846154,13.663316582914574,57.26 
la24,935,54446,12.71893887898885,35.642244466893196,342.90 
la25,977,66111,12.848197400868395,30.627681137498108,523.71 
la26,1218*,862,19.16937354988399,30.19721577726218,581.60 
la27,6377*,61,6,7.737704918032787,254.91 
la28,2174*,149,6.275167785234899,7.939597315436242,1199.29 
la30,4951*,131,5.740458015267175,7.396946564885496,1181.15 
orb01,1059*,42438,11.692492577407041,26.115486120929354,798.63 
orb02,888,7051,8.33290743895514,19.500283687943263,176.18 
orb03,1005,53744,10.865296931122401,27.01269002474741,786.30 
orb04,1005,12622,8.55077288941736,20.25489263925204,341.34 
orb05,887,14325,9.656446431065792,22.777436470259705,290.46 
orb06,1010,20188,12.526806064810227,29.640412146430872,1198.44 
orb07,397,5934,8.008097165991902,18.09371312995112,79.80 
orb08,899,476,8.225531914893617,13.570526315789474,191.22 
orb09,934,5478,6.61008587611913,15.090195362424685,83.86 
orb10,944,10352,10.547835330498646,23.881364119408754,180.37 
