abz5,1234*,11901,19.101924208049745,36.61801529283254,126.32 
abz6,943,7429,11.408295179100458,26.682148626817447,710.06 
abz7,1924*,4261,27.086834076507863,37.6695611358836,678.79 
ft06,55,14,3.9166666666666665,7.615384615384615,1.34 
ft10,966*,12602,13.701872718616093,27.514918266941756,448.54 
la01,666,110,8.773584905660377,13.073394495412844,4.39 
la02,655,213,5.257142857142857,8.839622641509434,2.76 
la03,597,1962,7.646908533469596,14.486486486486486,6.37 
la04,590,4291,8.297574626865671,18.32097902097902,5.52 
la05,593,1506,6.117255163224517,10.774750830564784,2.30 
la06,926,97846,11.820357934974805,20.478399509428176,222.08 
la07,890,85436,12.089532147999018,20.774694211974015,294.87 
la08,863,76311,11.715322918850912,20.114899751015596,227.22 
la09,951,26604,11.857175081769991,19.752659474495356,51.04 
la10,958,81587,9.96981955477101,18.081656166499155,192.71 
la11,1222*,644,20.209627329192546,37.11024844720497,301.55 
la12,1039*,1771,20.573687182382834,39.58102766798419,238.73 
la13,1150*,404,22.668316831683168,32.54207920792079,203.43 
la14,1292*,953,25.257082896117524,32.87093389296957,341.25 
la15,1207*,13286,20.377991871142555,37.05765467409303,500.39 
la16,945,12547,11.043620414673047,20.477203889685956,89.37 
la17,784,1859,10.645822102425877,20.658772874058126,54.72 
la18,848,4611,12.86260039070979,25.14295010845987,537.65 
la19,842*,21897,15.262364707494177,34.1211124811618,623.39 
la20,902,17776,13.686325267304445,30.592517580872013,471.50 
la21,1060*,82797,25.851383504233244,61.55933185985,593.44 
la22,1672*,24,19.083333333333332,23.75,217.49 
la23,1032,12481,16.53245712453919,27.45713141025641,114.74 
la24,947*,56858,26.44753596679447,60.75943578740019,295.28 
la25,989*,29112,21.403373179444902,45.55822341302556,225.17 
la26,1223*,18903,41.630534835740356,88.42273713167222,702.36 
la27,5288*,154,36.01948051948052,40.26623376623377,636.24 
la28,2289*,562,25.94661921708185,30.937722419928825,726.25 
la29,3209*,195,32.12307692307692,38.07692307692308,794.03 
la30,4943*,26,23.576923076923077,26.576923076923077,390.24 
la31,6780*,51,36.21568627450981,41.90196078431372,416.62 
la32,9017*,59,44.898305084745765,48.86440677966102,492.09 
la33,7593*,148,33.83108108108108,39.45945945945946,1086.97 
la34,3318*,733,49.18281036834925,63.23192360163711,922.41 
la35,7644*,32,34.96875,38.34375,408.27 
orb01,1059*,11549,16.008485583167374,30.791497099315958,431.59 
orb02,888,32528,14.433614168870303,28.957266271097858,442.60 
orb03,1005*,41722,17.493360816835242,36.33763961459182,687.36 
orb04,1019*,12825,16.33972709551657,35.215204678362575,819.19 
orb05,887*,42127,12.179125026704964,25.916751726920978,716.18 
orb06,1013*,14062,20.714407623382165,40.467927748542174,575.92 
orb07,397,22367,11.059670781893004,24.219350800321916,254.34 
orb08,899,25859,12.768109216073016,26.38583803851806,405.67 
orb09,934*,39905,12.101641398321012,26.695877709560204,718.61 
orb10,944,41007,12.283128856801385,25.50955957664732,772.81 
